transaction_id,customer_id,transaction_date,amount,currency,payment_method,status,country,failure_reason
TX00330,C0085,2026-01-11,5877.12,GBP,Bank Transfer,Successful,Germany,
TX00331,C0062,2026-06-08,707.32,USD,Debit Card,Successful,United Kingdom,
TX00332,C0071,2026-02-12,850.34,EUR,Bank Transfer,Successful,United Kingdom,
TX00333,C0130,2026-06-28,340.72,USD,Bank Transfer,Successful,United Kingdom,
TX00334,C0044,2026-03-31,111.2,EUR,Debit Card,Successful,Spain,
TX00335,C0164,2026-06-08,310.35,EUR,Bank Transfer,Failed,United Kingdom,Bank Timeout
TX00336,C0136,2026-02-02,204.6,GBP,Bank Transfer,Successful,Germany,
TX00337,C0032,2026-01-31,151.42,USD,Credit Card,Failed,United Kingdom,Invalid Account Details
TX00338,C0057,2026-05-26,2239.5,GBP,Debit Card,Successful,Spain,
TX00339,C0034,2026-05-29,653.23,GBP,Digital Wallet,Successful,France,
TX00340,C0050,2026-04-09,715.32,EUR,Digital Wallet,Successful,Spain,
TX00341,C0066,2026-01-06,398.35,EUR,Credit Card,Successful,United Kingdom,
TX00342,C0024,2026-06-20,447.22,GBP,Digital Wallet,Successful,United Kingdom,
TX00343,C0003,2026-03-13,1175.99,GBP,Digital Wallet,Successful,France,
TX00344,C0079,2026-06-19,503.97,GBP,Debit Card,Failed,Germany,Card Declined
TX00345,C0127,2026-06-07,813.29,EUR,Credit Card,Failed,Ireland,Insufficient Funds
TX00346,C0055,2026-06-04,438.52,GBP,Bank Transfer,Successful,Ireland,
TX00347,C0155,2026-05-05,387.29,EUR,Credit Card,Successful,Germany,
TX00348,C0067,2026-05-02,156.67,GBP,Debit Card,Successful,Spain,
TX00349,C0163,2026-04-07,96.44,EUR,Bank Transfer,Successful,France,
TX00350,C0043,2026-01-05,414.75,GBP,Bank Transfer,Successful,United Kingdom,
TX00351,C0098,2026-03-12,543.5,USD,Digital Wallet,Pending,Germany,
TX00352,C0138,2026-05-13,173.61,GBP,Debit Card,Successful,United Kingdom,
TX00353,C0011,2026-05-28,503.05,GBP,Bank Transfer,Successful,Ireland,
TX00354,C0168,2026-04-12,542.23,GBP,Bank Transfer,Successful,United Kingdom,
TX00355,C0066,2026-05-09,82.88,GBP,Debit Card,Successful,United Kingdom,
TX00356,C0090,2026-01-04,237.97,GBP,Digital Wallet,Failed,France,Insufficient Funds
TX00357,C0114,2026-03-26,732.29,EUR,Credit Card,Successful,United Kingdom,
TX00358,C0116,2026-04-02,719.82,USD,Debit Card,Successful,United Kingdom,
TX00359,C0005,2026-06-11,194.29,EUR,Bank Transfer,Successful,Netherlands,
TX00360,C0157,2026-02-26,592.7,EUR,Bank Transfer,Successful,United Kingdom,
TX00361,C0113,2026-02-11,1235.27,GBP,Debit Card,Successful,Germany,
TX00362,C0180,2026-03-05,1002.76,EUR,Credit Card,Successful,United Kingdom,
TX00363,C0085,2026-01-31,477.71,EUR,Credit Card,Successful,United Kingdom,
TX00364,C0111,2026-04-12,348.01,GBP,Debit Card,Successful,United Kingdom,
TX00365,C0080,2026-04-27,303.4,USD,Credit Card,Failed,Ireland,Authentication Failed
TX00366,C0161,2026-05-26,770.97,GBP,Debit Card,Successful,Spain,
TX00367,C0150,2026-06-25,611.45,EUR,Debit Card,Successful,United Kingdom,
TX00368,C0164,2026-01-14,884.47,USD,Debit Card,Successful,Spain,
TX00369,C0091,2026-02-14,579.46,EUR,Credit Card,Pending,France,
TX00370,C0143,2026-02-24,1038.93,GBP,Debit Card,Successful,France,
TX00371,C0065,2026-02-15,561.38,EUR,Digital Wallet,Successful,Netherlands,
TX00372,C0083,2026-05-30,1009.27,GBP,Debit Card,Successful,Netherlands,
TX00373,C0137,2026-01-26,1085.94,EUR,Bank Transfer,Successful,Ireland,
TX00374,C0015,2026-01-06,261.43,GBP,Bank Transfer,Successful,Germany,
TX00375,C0128,2026-06-05,111.39,EUR,Debit Card,Successful,France,
TX00376,C0003,2026-06-24,1923.63,USD,Debit Card,Successful,United Kingdom,
TX00377,C0105,2026-02-10,644.3,GBP,Debit Card,Failed,United Kingdom,Limit Exceeded
TX00378,C0086,2026-03-02,120.63,GBP,Credit Card,Successful,Netherlands,
TX00379,C0085,2026-04-02,282.38,EUR,Bank Transfer,Successful,United Kingdom,
TX00380,C0089,2026-04-06,998.34,GBP,Credit Card,Successful,United Kingdom,
TX00381,C0089,2026-06-29,408.41,GBP,Credit Card,Successful,United Kingdom,
TX00382,C0074,2026-03-15,335.21,GBP,Debit Card,Successful,United Kingdom,
TX00383,C0082,2026-01-03,1704.03,GBP,Debit Card,Successful,France,
TX00384,C0103,2026-03-18,212.68,EUR,Bank Transfer,Failed,France,Invalid Account Details
TX00385,C0138,2026-04-11,262.85,EUR,Debit Card,Successful,Germany,
TX00386,C0100,2026-04-04,619.97,GBP,Credit Card,Successful,United Kingdom,
TX00387,C0116,2026-04-03,721.9,GBP,Digital Wallet,Successful,Germany,
TX00388,C0151,2026-06-16,789.89,GBP,Credit Card,Successful,Germany,
TX00389,C0179,2026-05-27,1123.89,GBP,Bank Transfer,Successful,Netherlands,
TX00390,C0020,2026-02-15,613.26,EUR,Credit Card,Successful,France,
TX00391,C0129,2026-03-06,785.23,GBP,Credit Card,Failed,Germany,Invalid Account Details
TX00392,C0041,2026-05-01,415.58,EUR,Debit Card,Successful,Germany,
TX00393,C0036,2026-03-16,546.37,USD,Digital Wallet,Pending,Spain,
TX00394,C0143,2026-03-19,567.59,GBP,Bank Transfer,Successful,Netherlands,
TX00395,C0013,2026-01-31,621.93,EUR,Bank Transfer,Successful,Germany,
TX00396,C0153,2026-02-16,998.9,GBP,Bank Transfer,Successful,Germany,
TX00397,C0139,2026-05-15,830.37,GBP,Bank Transfer,Failed,United Kingdom,Limit Exceeded
TX00398,C0180,2026-06-02,537.85,GBP,Digital Wallet,Successful,Spain,
TX00399,C0121,2026-05-23,260.41,EUR,Debit Card,Successful,United Kingdom,
TX00400,C0158,2026-02-25,548.68,EUR,Bank Transfer,Successful,United Kingdom,
TX00401,C0022,2026-01-25,505.82,GBP,Debit Card,Successful,Spain,
TX00402,C0161,2026-01-29,610.45,GBP,Debit Card,Successful,Netherlands,
TX00403,C0029,2026-03-13,3379.71,GBP,Debit Card,Successful,United Kingdom,
TX00404,C0057,2026-04-04,331.89,EUR,Bank Transfer,Failed,United Kingdom,Authentication Failed
TX00405,C0024,2026-06-11,741.7,EUR,Credit Card,Successful,United Kingdom,
TX00406,C0073,2026-06-12,1284.59,EUR,Bank Transfer,Successful,France,
TX00407,C0135,2026-01-01,563.01,USD,Credit Card,Successful,United Kingdom,
TX00408,C0049,2026-05-09,3778.82,GBP,Bank Transfer,Successful,Spain,
TX00409,C0148,2026-02-24,375.65,EUR,Credit Card,Successful,Spain,
TX00410,C0110,2026-02-05,682.3,EUR,Credit Card,Successful,France,
TX00411,C0114,2026-04-11,262.7,GBP,Bank Transfer,Successful,France,
TX00412,C0169,2026-01-07,384.22,USD,Bank Transfer,Successful,United Kingdom,
TX00413,C0078,2026-03-02,640.08,GBP,Digital Wallet,Successful,United Kingdom,
TX00414,C0063,2026-04-10,1063.54,EUR,Debit Card,Successful,Netherlands,
TX00415,C0180,2026-02-19,679.41,EUR,Credit Card,Successful,United Kingdom,
TX00416,C0101,2026-04-18,1510.58,USD,Bank Transfer,Successful,United Kingdom,
TX00417,C0111,2026-03-25,477.84,GBP,Bank Transfer,Successful,United Kingdom,
TX00418,C0054,2026-05-25,390.59,GBP,Debit Card,Successful,United Kingdom,
TX00419,C0039,2026-02-02,5158.43,EUR,Digital Wallet,Failed,Germany,Card Declined
TX00420,C0031,2026-01-11,724.22,EUR,Bank Transfer,Successful,Netherlands,
TX00421,C0041,2026-04-06,281.02,GBP,Credit Card,Successful,Ireland,
TX00422,C0036,2026-02-16,287.11,EUR,Credit Card,Failed,France,Limit Exceeded
TX00423,C0135,2026-05-08,232.46,GBP,Bank Transfer,Successful,Ireland,
TX00424,C0011,2026-01-17,1148.35,EUR,Bank Transfer,Successful,Germany,
TX00425,C0114,2026-04-15,380.04,EUR,Bank Transfer,Successful,Ireland,
TX00426,C0171,2026-06-29,577.24,GBP,Debit Card,Successful,Germany,
TX00427,C0138,2026-01-17,490.79,GBP,Credit Card,Failed,United Kingdom,Limit Exceeded
TX00428,C0073,2026-02-24,964.65,USD,Debit Card,Successful,Spain,
TX00429,UNKNOWN_11,2026-06-02,252.21,EUR,Bank Transfer,Successful,United Kingdom,
TX00430,C0151,2026-04-07,207.63,EUR,Credit Card,Successful,United Kingdom,
TX00431,C0001,2026-02-01,626.82,GBP,Credit Card,Failed,United Kingdom,Bank Timeout
TX00432,C0123,2026-02-08,863.35,USD,Debit Card,Successful,Germany,
TX00433,C0121,2026-05-19,687.22,GBP,Debit Card,Successful,Germany,
TX00434,C0035,2026-06-05,260.33,GBP,Bank Transfer,Successful,France,
TX00435,C0134,2026-03-07,921.37,GBP,Credit Card,Successful,Spain,
TX00436,C0032,2026-03-27,275.26,EUR,Debit Card,Pending,United Kingdom,
TX00437,C0041,2026-05-22,332.52,USD,Debit Card,Successful,France,
TX00438,C0147,2026-02-02,232.21,EUR,Bank Transfer,Successful,Germany,
TX00439,C0177,2026-02-07,1565.54,EUR,Credit Card,Successful,Ireland,
TX00440,C0048,2026-05-21,887.5,GBP,Credit Card,Successful,United Kingdom,
TX00441,C0166,2026-02-03,866.31,GBP,Debit Card,Failed,United Kingdom,Card Declined
TX00442,C0165,2026-05-20,1495.37,GBP,Digital Wallet,Successful,Germany,
TX00443,C0139,2026-03-31,5657.58,GBP,Digital Wallet,Successful,Netherlands,
TX00444,C0026,2026-06-29,121.17,GBP,Bank Transfer,Failed,Ireland,Card Declined
TX00445,C0054,2026-01-06,276.55,EUR,Credit Card,Successful,France,
TX00446,C0122,2026-06-21,306.82,EUR,Debit Card,Successful,Ireland,
TX00447,C0180,2026-02-10,251.34,EUR,Digital Wallet,Successful,Germany,
TX00448,C0147,2026-01-07,207.28,GBP,Bank Transfer,Successful,United Kingdom,
TX00449,C0076,2026-05-12,401.54,GBP,Bank Transfer,Successful,United Kingdom,
TX00450,C0043,2026-04-07,184.18,GBP,Debit Card,Successful,United Kingdom,
TX00451,C0173,2026-06-01,688.69,GBP,Bank Transfer,Successful,United Kingdom,
TX00452,C0050,2026-01-20,541.28,GBP,Credit Card,Failed,Germany,Limit Exceeded
TX00453,C0062,2026-01-15,779.67,GBP,Debit Card,Failed,Germany,Insufficient Funds
TX00454,C0174,2026-04-13,797.57,GBP,Bank Transfer,Successful,France,
TX00455,C0102,2026-06-09,864.85,EUR,Debit Card,Pending,Germany,
TX00456,C0048,2026-03-15,377.13,GBP,Digital Wallet,Successful,Netherlands,
TX00457,C0001,2026-05-25,3143.12,GBP,Credit Card,Successful,Netherlands,
TX00458,C0078,2026-06-14,632.24,GBP,Debit Card,Successful,United Kingdom,
TX00459,C0178,2026-06-07,106.37,GBP,Bank Transfer,Successful,Germany,
TX00460,C0078,2026-04-03,220.96,GBP,Bank Transfer,Successful,France,
TX00461,C0126,2026-05-07,117.99,GBP,Digital Wallet,Successful,France,
TX00462,C0046,2026-04-06,525.7,EUR,Credit Card,Successful,United Kingdom,
TX00463,C0140,2026-05-03,467.06,GBP,Debit Card,Successful,United Kingdom,
TX00464,C0140,2026-04-13,347.87,USD,Digital Wallet,Successful,Netherlands,
TX00465,C0110,2026-04-06,2862.03,GBP,Bank Transfer,Successful,France,
TX00466,C0139,2026-03-21,826.03,GBP,Credit Card,Successful,United Kingdom,
TX00467,C0105,2026-04-29,960.24,GBP,Bank Transfer,Successful,Germany,
TX00468,C0069,2026-05-16,234.77,GBP,Bank Transfer,Successful,Spain,
TX00469,C0133,2026-06-16,221.57,GBP,Debit Card,Failed,United Kingdom,Insufficient Funds
TX00470,C0151,2026-04-21,534.47,EUR,Debit Card,Successful,Ireland,
TX00471,C0152,2026-01-19,600.08,GBP,Digital Wallet,Successful,United Kingdom,
TX00472,C0039,2026-04-17,106.93,EUR,Debit Card,Successful,Germany,
TX00473,C0122,2026-02-27,444.41,GBP,Credit Card,Successful,Germany,
TX00474,C0001,2026-01-05,524.25,GBP,Credit Card,Successful,United Kingdom,
TX00475,C0103,2026-01-14,431.44,GBP,Credit Card,Failed,Spain,Limit Exceeded
TX00476,C0103,2026-04-18,259.46,GBP,Digital Wallet,Successful,Germany,
TX00477,C0066,2026-06-21,327.47,GBP,Debit Card,Successful,Spain,
TX00478,C0179,2026-04-02,445.71,USD,Debit Card,Successful,United Kingdom,
TX00479,C0159,2026-03-22,559.58,EUR,Bank Transfer,Pending,Ireland,
TX00480,C0007,2026-01-17,866.16,USD,Bank Transfer,Successful,Spain,
TX00481,C0038,2026-05-03,1298.19,GBP,Digital Wallet,Successful,France,
TX00482,C0038,2026-01-11,403.35,EUR,Debit Card,Successful,United Kingdom,
TX00483,C0162,2026-06-02,351.52,EUR,Debit Card,Successful,Netherlands,
TX00484,C0094,2026-05-28,751.45,EUR,Bank Transfer,Failed,France,Invalid Account Details
TX00485,C0132,2026-06-29,870.63,USD,Debit Card,Pending,Spain,
TX00486,C0146,2026-02-21,358.14,EUR,Credit Card,Successful,Germany,
TX00487,C0139,2026-01-30,1014.18,EUR,Bank Transfer,Successful,United Kingdom,
TX00488,C0017,2026-02-24,1191.12,EUR,Credit Card,Successful,United Kingdom,
TX00489,C0026,2026-05-25,1552.98,GBP,Credit Card,Failed,Netherlands,Limit Exceeded
TX00490,C0072,2026-02-09,2348.6,EUR,Credit Card,Failed,Spain,Insufficient Funds
TX00491,C0061,2026-06-10,248.03,GBP,Bank Transfer,Successful,United Kingdom,
TX00492,C0135,2026-01-28,524.17,USD,Credit Card,Successful,Netherlands,
TX00493,C0029,2026-01-09,523.0,EUR,Bank Transfer,Successful,Spain,
TX00494,C0067,2026-02-09,476.58,GBP,Debit Card,Successful,United Kingdom,
TX00495,C0043,2026-05-17,298.31,GBP,Credit Card,Successful,United Kingdom,
TX00496,C0034,2026-04-20,146.54,GBP,Credit Card,Successful,Netherlands,
TX00497,C0032,2026-03-06,560.47,GBP,Bank Transfer,Successful,France,
TX00498,C0036,2026-04-29,269.59,GBP,Digital Wallet,Successful,United Kingdom,
TX00499,C0102,2026-04-28,557.29,EUR,Bank Transfer,Successful,Ireland,
TX00500,C0074,2026-04-11,263.77,EUR,Credit Card,Pending,France,
TX00501,C0079,2026-04-04,203.42,EUR,Digital Wallet,Pending,Spain,
TX00502,C0087,2026-01-19,632.17,GBP,Debit Card,Successful,Ireland,
TX00503,C0134,2026-02-17,588.92,GBP,Credit Card,Successful,Ireland,
TX00504,C0156,2026-04-06,847.58,GBP,Credit Card,Successful,Germany,
TX00505,C0095,2026-01-25,3320.88,EUR,Credit Card,Pending,United Kingdom,
TX00506,C0116,2026-03-28,655.7,GBP,Credit Card,Successful,Germany,
TX00507,UNKNOWN_08,2026-01-22,782.36,GBP,Credit Card,Successful,United Kingdom,
TX00508,C0125,2026-05-23,207.28,GBP,Bank Transfer,Successful,France,
TX00509,C0025,2026-01-19,173.49,EUR,Credit Card,Successful,United Kingdom,
TX00510,C0177,2026-01-17,1989.04,GBP,Bank Transfer,Successful,Germany,
TX00511,C0030,2026-04-26,236.29,EUR,Digital Wallet,Successful,United Kingdom,
TX00512,C0075,2026-02-09,213.29,EUR,Bank Transfer,Successful,United Kingdom,
TX00513,C0118,2026-03-05,501.08,EUR,Bank Transfer,Successful,United Kingdom,
TX00514,C0073,2026-02-26,479.78,GBP,Digital Wallet,Successful,France,
TX00515,C0044,2026-02-09,240.54,GBP,Bank Transfer,Successful,Ireland,
TX00516,C0167,2026-05-18,399.72,GBP,Debit Card,Successful,United Kingdom,
TX00517,C0013,2026-05-06,1472.87,GBP,Credit Card,Successful,Ireland,
TX00518,C0045,2026-02-13,261.1,EUR,Bank Transfer,Successful,Ireland,
TX00519,C0179,2026-05-05,158.44,GBP,Bank Transfer,Successful,Germany,
TX00520,C0132,2026-05-10,1154.25,GBP,Debit Card,Failed,France,Card Declined
TX00521,C0016,2026-04-08,787.18,GBP,Bank Transfer,Successful,Germany,
TX00522,C0136,2026-04-15,305.69,EUR,Bank Transfer,Failed,United Kingdom,Limit Exceeded
TX00523,C0175,2026-06-19,134.98,GBP,Bank Transfer,Successful,France,
TX00524,C0018,2026-03-24,275.08,EUR,Debit Card,Successful,United Kingdom,
TX00525,C0075,2026-03-11,494.48,GBP,Debit Card,Successful,Ireland,
TX00526,C0085,2026-04-08,1395.24,USD,Bank Transfer,Successful,Spain,
TX00527,C0024,2026-06-01,214.63,EUR,Credit Card,Successful,Ireland,
TX00528,C0037,2026-05-09,482.1,GBP,Credit Card,Successful,France,
TX00529,C0032,2026-01-14,919.54,GBP,Bank Transfer,Successful,France,
TX00530,C0034,2026-03-25,68.44,GBP,Debit Card,Successful,Spain,
TX00531,C0073,2026-05-14,1247.28,GBP,Digital Wallet,Successful,United Kingdom,
TX00532,C0084,2026-02-10,189.6,GBP,Credit Card,Failed,United Kingdom,Invalid Account Details
TX00533,C0043,2026-06-28,686.91,EUR,Debit Card,Successful,France,
TX00534,C0053,2026-05-27,638.86,EUR,Debit Card,Successful,United Kingdom,
TX00535,C0035,2026-06-03,1302.31,GBP,Bank Transfer,Successful,United Kingdom,
TX00536,C0144,2026-01-15,827.4,EUR,Credit Card,Failed,United Kingdom,Authentication Failed
TX00537,C0039,2026-04-15,68.67,GBP,Digital Wallet,Successful,France,
TX00538,C0164,2026-04-06,265.85,USD,Digital Wallet,Successful,United Kingdom,
TX00539,C0097,2026-04-24,582.58,GBP,Bank Transfer,Successful,United Kingdom,
TX00540,C0145,2026-06-03,438.9,EUR,Debit Card,Successful,United Kingdom,
TX00541,C0115,2026-03-05,777.41,EUR,Bank Transfer,Successful,Germany,
TX00542,C0048,2026-04-07,1013.29,GBP,Debit Card,Successful,Ireland,
TX00543,C0109,2026-05-03,868.86,GBP,Debit Card,Successful,United Kingdom,
TX00544,C0050,2026-05-17,431.76,GBP,Credit Card,Failed,Netherlands,Authentication Failed
TX00545,C0022,2026-05-20,107.84,EUR,Bank Transfer,Successful,Netherlands,
TX00546,C0046,2026-03-02,351.72,GBP,Digital Wallet,Successful,United Kingdom,
TX00547,C0050,2026-06-30,737.98,EUR,Bank Transfer,Successful,Ireland,
TX00548,C0025,2026-01-02,205.02,EUR,Bank Transfer,Successful,Netherlands,
TX00549,C0005,2026-03-31,885.88,EUR,Digital Wallet,Successful,France,
TX00550,C0170,2026-04-21,1121.18,GBP,Credit Card,Successful,United Kingdom,
TX00551,C0093,2026-01-12,577.0,GBP,Debit Card,Successful,United Kingdom,
TX00552,C0073,2026-03-23,38.31,EUR,Credit Card,Successful,Spain,
TX00553,C0168,2026-04-18,174.8,GBP,Bank Transfer,Successful,Ireland,
TX00554,C0041,2026-04-20,2574.11,EUR,Bank Transfer,Successful,Spain,
TX00555,C0073,2026-01-22,325.53,GBP,Debit Card,Successful,Spain,
TX00556,C0153,2026-02-20,95.92,GBP,Debit Card,Successful,United Kingdom,
TX00557,C0114,2026-02-14,1480.24,EUR,Credit Card,Successful,Ireland,
TX00558,C0072,2026-04-26,523.93,GBP,Bank Transfer,Pending,Germany,
TX00559,C0047,2026-03-01,1325.04,GBP,Credit Card,Successful,Ireland,
TX00560,C0007,2026-04-14,655.51,GBP,Credit Card,Successful,United Kingdom,
TX00561,C0016,2026-05-13,764.92,GBP,Bank Transfer,Successful,United Kingdom,
TX00562,C0030,2026-05-25,705.25,EUR,Bank Transfer,Successful,Netherlands,
TX00563,C0142,2026-02-03,937.17,GBP,Debit Card,Failed,Ireland,Invalid Account Details
TX00564,C0116,2026-06-13,3589.67,GBP,Credit Card,Pending,France,
TX00565,C0079,2026-01-31,1182.46,GBP,Credit Card,Failed,United Kingdom,Authentication Failed
TX00566,C0141,2026-01-04,135.19,USD,Credit Card,Successful,United Kingdom,
TX00567,C0029,2026-01-09,757.23,GBP,Debit Card,Successful,Spain,
TX00568,C0038,2026-02-06,1366.84,USD,Bank Transfer,Successful,Germany,
TX00569,C0071,2026-06-08,1439.85,EUR,Debit Card,Successful,Germany,
TX00570,C0166,2026-02-07,360.46,GBP,Bank Transfer,Successful,France,
TX00571,C0111,2026-05-06,1394.38,EUR,Credit Card,Successful,Germany,
TX00572,C0154,2026-03-17,1139.77,EUR,Bank Transfer,Successful,France,
TX00573,C0045,2026-01-08,4613.03,GBP,Bank Transfer,Successful,Germany,
TX00574,C0153,2026-03-22,273.83,GBP,Debit Card,Successful,Ireland,
TX00575,C0014,2026-01-06,336.54,EUR,Debit Card,Successful,Spain,
TX00576,C0041,2026-03-28,399.33,EUR,Credit Card,Successful,Spain,
TX00577,C0095,2026-04-12,341.49,EUR,Debit Card,Successful,France,
TX00578,C0010,2026-04-05,243.1,USD,Digital Wallet,Successful,Germany,
TX00579,C0155,2026-02-21,49.49,GBP,Digital Wallet,Successful,Netherlands,
TX00580,C0157,2026-05-19,357.99,EUR,Digital Wallet,Successful,Ireland,
TX00581,C0098,2026-04-19,709.07,EUR,Credit Card,Successful,France,
TX00582,C0056,2026-02-16,340.62,GBP,Credit Card,Successful,Netherlands,
TX00583,C0018,2026-03-20,2684.03,GBP,Credit Card,Successful,Netherlands,
TX00584,C0112,2026-01-20,523.94,GBP,Debit Card,Successful,Netherlands,
TX00585,C0097,2026-06-17,1552.12,EUR,Debit Card,Successful,Netherlands,
TX00586,C0137,2026-05-17,646.91,GBP,Credit Card,Failed,United Kingdom,Authentication Failed
TX00587,C0109,2026-02-22,1045.7,EUR,Bank Transfer,Successful,Germany,
TX00588,C0024,2026-05-03,656.78,GBP,Bank Transfer,Successful,France,
TX00589,C0022,2026-05-03,1658.17,GBP,Digital Wallet,Successful,United Kingdom,
TX00590,C0141,2026-04-21,543.24,EUR,Bank Transfer,Successful,Ireland,
TX00591,C0029,2026-01-10,789.74,GBP,Debit Card,Successful,France,
TX00592,C0169,2026-06-09,707.25,EUR,Credit Card,Successful,United Kingdom,
TX00593,C0020,2026-06-23,405.43,GBP,Bank Transfer,Failed,Ireland,Insufficient Funds
TX00594,C0132,2026-06-26,730.87,USD,Digital Wallet,Successful,Netherlands,
TX00595,C0176,2026-06-27,3460.71,GBP,Bank Transfer,Successful,Netherlands,
TX00596,C0080,2026-06-18,411.65,USD,Digital Wallet,Failed,Germany,Card Declined
TX00597,C0011,2026-05-14,739.92,EUR,Credit Card,Successful,Ireland,
TX00598,C0158,2026-01-11,1508.86,GBP,Bank Transfer,Successful,Germany,
TX00599,C0034,2026-03-26,1365.42,GBP,Bank Transfer,Failed,France,Invalid Account Details
TX00600,C0095,2026-02-14,523.2,GBP,Debit Card,Successful,United Kingdom,
TX00601,C0178,2026-02-09,68.31,EUR,Debit Card,Successful,France,
TX00602,C0135,2026-05-31,803.68,EUR,Bank Transfer,Successful,Netherlands,
TX00603,C0009,2026-05-28,78.53,GBP,Digital Wallet,Successful,France,
TX00604,C0148,2026-04-05,1807.04,GBP,Bank Transfer,Successful,Germany,
TX00605,C0030,2026-05-14,598.28,EUR,Digital Wallet,Successful,Ireland,
TX00606,C0135,2026-01-24,1211.63,GBP,Bank Transfer,Successful,Netherlands,
TX00607,C0112,2026-02-10,240.62,EUR,Digital Wallet,Successful,United Kingdom,
TX00608,C0052,2026-06-05,138.43,GBP,Bank Transfer,Successful,Spain,
TX00609,C0077,2026-03-23,646.54,EUR,Debit Card,Successful,Netherlands,
TX00610,C0022,2026-04-09,503.43,USD,Debit Card,Successful,Spain,
TX00611,C0178,2026-03-25,341.1,GBP,Bank Transfer,Failed,Spain,Insufficient Funds
TX00612,C0043,2026-02-06,556.66,GBP,Credit Card,Successful,Spain,
TX00613,C0056,2026-05-30,5444.28,GBP,Bank Transfer,Successful,Netherlands,
TX00614,C0091,2026-05-18,1052.95,EUR,Debit Card,Successful,France,
TX00615,C0122,2026-05-04,1264.05,GBP,Debit Card,Successful,United Kingdom,
TX00616,C0091,2026-03-05,1061.4,USD,Credit Card,Successful,France,
TX00617,C0091,2026-04-27,1821.73,EUR,Bank Transfer,Successful,Ireland,
TX00618,C0105,2026-06-22,440.73,GBP,Bank Transfer,Successful,France,
TX00619,UNKNOWN_09,2026-04-28,90.33,EUR,Bank Transfer,Failed,Ireland,Bank Timeout
TX00620,C0072,2026-03-31,441.29,GBP,Debit Card,Failed,United Kingdom,Authentication Failed
TX00621,C0150,2026-02-18,1032.74,EUR,Bank Transfer,Successful,Germany,
TX00622,C0142,2026-04-05,227.16,GBP,Digital Wallet,Successful,Germany,
TX00623,C0173,2026-03-09,445.9,EUR,Debit Card,Successful,Germany,
TX00624,C0165,2026-04-21,287.72,USD,Credit Card,Successful,United Kingdom,
TX00625,C0144,2026-01-09,1857.01,EUR,Debit Card,Successful,United Kingdom,
TX00626,C0045,2026-02-04,979.5,EUR,Bank Transfer,Successful,Ireland,
TX00627,C0140,2026-05-23,901.27,GBP,Debit Card,Successful,Germany,
TX00628,C0133,2026-03-10,878.63,EUR,Bank Transfer,Successful,United Kingdom,
TX00629,C0053,2026-03-20,501.87,EUR,Debit Card,Successful,United Kingdom,
TX00630,C0123,2026-04-09,612.73,EUR,Debit Card,Pending,Germany,
TX00631,C0046,2026-03-21,189.16,GBP,Debit Card,Successful,United Kingdom,
TX00632,C0095,2026-05-18,80.76,GBP,Digital Wallet,Successful,Netherlands,
TX00633,C0144,2026-02-14,588.5,EUR,Bank Transfer,Successful,Ireland,
TX00634,C0034,2026-05-18,682.25,GBP,Debit Card,Failed,United Kingdom,Authentication Failed
TX00635,C0061,2026-02-07,1447.91,EUR,Bank Transfer,Successful,France,
TX00636,C0144,2026-03-09,1969.7,EUR,Debit Card,Successful,United Kingdom,
TX00637,C0082,2026-04-17,1967.46,USD,Credit Card,Successful,United Kingdom,
TX00638,C0173,2026-06-10,221.78,GBP,Bank Transfer,Pending,Spain,
TX00639,C0002,2026-02-12,383.97,USD,Credit Card,Successful,France,
TX00640,C0130,2026-04-17,779.21,GBP,Debit Card,Successful,Spain,
TX00641,C0147,2026-01-12,4456.5,GBP,Bank Transfer,Pending,United Kingdom,
TX00642,C0166,2026-01-14,1822.72,EUR,Digital Wallet,Successful,United Kingdom,
TX00643,C0029,2026-05-19,1341.42,GBP,Debit Card,Successful,Germany,
TX00644,C0178,2026-05-11,372.55,GBP,Credit Card,Successful,Germany,
TX00645,C0071,2026-03-10,244.52,GBP,Debit Card,Successful,Spain,
TX00646,C0064,2026-04-23,1012.9,GBP,Digital Wallet,Successful,United Kingdom,
TX00647,C0064,2026-03-10,203.25,EUR,Bank Transfer,Successful,Ireland,
TX00648,C0115,2026-02-20,422.98,GBP,Debit Card,Successful,Ireland,
TX00649,C0119,2026-03-20,469.86,GBP,Credit Card,Failed,France,Limit Exceeded
TX00650,C0086,2026-02-26,2006.16,EUR,Debit Card,Successful,Germany,
TX00651,C0013,2026-05-28,383.18,GBP,Debit Card,Successful,Germany,
TX00652,C0178,2026-03-16,65.15,EUR,Digital Wallet,Successful,United Kingdom,
TX00653,C0040,2026-02-28,795.35,USD,Debit Card,Successful,Ireland,
TX00654,C0017,2026-04-08,285.95,EUR,Credit Card,Successful,Germany,
TX00655,C0108,2026-05-18,537.13,EUR,Credit Card,Failed,Spain,Bank Timeout
TX00656,C0075,2026-02-19,481.21,GBP,Digital Wallet,Failed,France,Bank Timeout
TX00657,C0111,2026-06-20,410.49,EUR,Digital Wallet,Successful,Germany,
TX00658,C0158,2026-03-25,1014.13,GBP,Debit Card,Successful,Netherlands,
TX00659,C0018,2026-04-30,140.76,GBP,Bank Transfer,Successful,Germany,
TX00660,C0052,2026-06-23,333.8,EUR,Bank Transfer,Successful,Spain,
TX00661,C0093,2026-03-20,926.52,GBP,Credit Card,Successful,United Kingdom,
